date, Wind power forecast, Ampirion zonal load forecast,OT
2013/3/4 0:00,263,16052.25,40.07
2013/3/4 1:00,254.25,15559.75,38.01
2013/3/4 2:00,237.75,15770.5,37.88
2013/3/4 3:00,232.25,16521.25,37.4
2013/3/4 4:00,219.25,17169.5,38.47
2013/3/4 5:00,231,18286.75,40.67
2013/3/4 6:00,246.75,21716,59.55
2013/3/4 7:00,266.25,24294.75,73.55
2013/3/4 8:00,287.75,24436.5,84.21
2013/3/4 9:00,317.25,24137.5,60.16
2013/3/4 10:00,323.25,25464.25,48.08
2013/3/4 11:00,332.5,25874.75,42.8
2013/3/4 12:00,313.25,25822.5,40.05
2013/3/4 13:00,309.5,25757.5,39.5
2013/3/4 14:00,311,25700.25,39.92
2013/3/4 15:00,348,25185.5,42.86
2013/3/4 16:00,440,24450.75,47.3
2013/3/4 17:00,580,24682.75,54.25
2013/3/4 18:00,728.25,26088.75,77.41
2013/3/4 19:00,845.75,26163,65.35
2013/3/4 20:00,938.5,24535,48.01
2013/3/4 21:00,1003.25,23827.5,45.99
2013/3/4 22:00,1015.75,22626,38.04
2013/3/4 23:00,1004.75,20820.75,34.1
2013/3/5 0:00,1001,18833.75,33.1
2013/3/5 1:00,973.75,18280.75,32.81
2013/3/5 2:00,950,17841.25,31.99
2013/3/5 3:00,916.25,18253.75,33.04
2013/3/5 4:00,878.5,18536.75,33.06
2013/3/5 5:00,849,19591.25,34.43
2013/3/5 6:00,831.75,22431.75,40.37
2013/3/5 7:00,784,24501,53.85
2013/3/5 8:00,713.5,25305.75,50.37
2013/3/5 9:00,611.5,25215,40.49
2013/3/5 10:00,505.25,25612.25,35.01
2013/3/5 11:00,408.25,25704.25,34
2013/3/5 12:00,353.75,25488.5,32
2013/3/5 13:00,325.25,25313.75,33.01
2013/3/5 14:00,315,25311.25,34.17
2013/3/5 15:00,319.5,24827.25,40.54
2013/3/5 16:00,357.5,24055,45.95
2013/3/5 17:00,420,24184,52.44
2013/3/5 18:00,497.75,25548,70.73
2013/3/5 19:00,557.75,25921.25,72.64
2013/3/5 20:00,581.75,24442.25,48.02
2013/3/5 21:00,591.75,23551.5,42.68
2013/3/5 22:00,555.25,22413,38.98
2013/3/5 23:00,507,20723.25,34.47
2013/3/6 0:00,453.5,18736.75,36.7
2013/3/6 1:00,411.5,18121.25,35.08
2013/3/6 2:00,357,17985.5,35.02
2013/3/6 3:00,317.75,18046,35.05
2013/3/6 4:00,299.25,18335.5,35.04
2013/3/6 5:00,293.25,19336.5,39.06
2013/3/6 6:00,293.25,22313.75,50.02
2013/3/6 7:00,277.75,24082.5,64.62
2013/3/6 8:00,244.75,25112.25,72.88
2013/3/6 9:00,207.25,25282.5,52.5
2013/3/6 10:00,155.75,25678.25,44.11
2013/3/6 11:00,126.75,25948,41.65
2013/3/6 12:00,114,25705.25,39.77
2013/3/6 13:00,114.75,25492,40.83
2013/3/6 14:00,130.5,25294,41.26
2013/3/6 15:00,156.5,24839,44.99
2013/3/6 16:00,205.75,24087.5,47.16
2013/3/6 17:00,279,24147,60.26
2013/3/6 18:00,353.75,25276.5,87.05
2013/3/6 19:00,424.25,25600.25,95.08
2013/3/6 20:00,483.75,24081.5,54.94
2013/3/6 21:00,530.25,23194.75,45
2013/3/6 22:00,561.5,21960.25,41.36
2013/3/6 23:00,580.5,20106,36.66
2013/3/7 0:00,719.5,18000.5,35
2013/3/7 1:00,746.75,17486,32.41
2013/3/7 2:00,769.25,17331.25,32.23
2013/3/7 3:00,819.25,17628.25,30.96
2013/3/7 4:00,846.25,17985.75,30.71
2013/3/7 5:00,856.5,19180.5,34.69
2013/3/7 6:00,883.25,22175.5,42.1
2013/3/7 7:00,900.75,23824.75,53.56
2013/3/7 8:00,899.25,24177.25,52.46
2013/3/7 9:00,855.5,25815.25,46.16
2013/3/7 10:00,832,25753.25,44.91
2013/3/7 11:00,849.25,26146,43.02
2013/3/7 12:00,912.5,25902.25,41.61
2013/3/7 13:00,1001.5,25650.75,41.38
2013/3/7 14:00,1088.5,25390.75,41.23
2013/3/7 15:00,1161,24898.5,41.07
2013/3/7 16:00,1249.5,24150,39.87
2013/3/7 17:00,1315,24193,44.1
2013/3/7 18:00,1362.25,25306.5,57.29
2013/3/7 19:00,1378.75,25617,51
2013/3/7 20:00,1363,24095,47.96
2013/3/7 21:00,1373.5,23174.75,41.03
2013/3/7 22:00,1375.25,21938.5,38.97
2013/3/7 23:00,1373.75,20103.75,31.2
2013/3/8 0:00,1692.25,17709.25,24.9
2013/3/8 1:00,1662.25,17163.5,19.22
2013/3/8 2:00,1647,17133.75,19.09
2013/3/8 3:00,1644,17642.5,20.58
2013/3/8 4:00,1623.5,18096.25,23.02
2013/3/8 5:00,1602.25,19043.75,31.51
2013/3/8 6:00,1588.75,22115.5,42.34
2013/3/8 7:00,1580.25,23918,44.6
2013/3/8 8:00,1574,24689.25,43.68
2013/3/8 9:00,1551.5,25117.75,43.01
2013/3/8 10:00,1523.5,25525.75,42.04
2013/3/8 11:00,1478.25,25963.75,41.39
2013/3/8 12:00,1442.5,25982,36.96
2013/3/8 13:00,1427.5,25756,33.89
2013/3/8 14:00,1410.5,25067,33.85
2013/3/8 15:00,1391.5,24521.75,35.17
2013/3/8 16:00,1381.5,23973,34.84
2013/3/8 17:00,1383.75,23735,40.15
2013/3/8 18:00,1372.75,24624,48.07
2013/3/8 19:00,1376.25,24780.25,54.92
2013/3/8 20:00,1371.75,23238,44.99
2013/3/8 21:00,1336,22306,40.77
2013/3/8 22:00,1287.75,21246.5,39.1
2013/3/8 23:00,1247.75,19656.25,31.58
2013/3/9 0:00,1391.75,18347,29.89
2013/3/9 1:00,1356,17642.5,27.51
2013/3/9 2:00,1363.5,17241.5,20.08
2013/3/9 3:00,1376.25,17192.25,19.06
2013/3/9 4:00,1407.75,17210.5,16.56
2013/3/9 5:00,1438.5,17276.5,15.32
2013/3/9 6:00,1483.5,17337.25,20.72
2013/3/9 7:00,1522.25,18063.25,24.57
2013/3/9 8:00,1557.25,19764.25,37.64
2013/3/9 9:00,1582,21081.75,36.78
2013/3/9 10:00,1569.75,22042,38.25
2013/3/9 11:00,1554.5,22266,36.6
2013/3/9 12:00,1548.25,22307.25,33.1
2013/3/9 13:00,1532.25,21913,31.63
2013/3/9 14:00,1518.75,21206.5,31.32
2013/3/9 15:00,1479.75,20789.5,30.99
2013/3/9 16:00,1483.75,20643,31.23
2013/3/9 17:00,1501.75,20796.75,34.57
2013/3/9 18:00,1520.25,21801.25,45.19
2013/3/9 19:00,1511.5,21893.5,44.97
2013/3/9 20:00,1463,20599,38.34
2013/3/9 21:00,1481.25,19815.25,33.07
2013/3/9 22:00,1486.75,19418,33.65
2013/3/9 23:00,1480.5,18724.25,19.65
2013/3/10 0:00,1246.5,17780.5,15.06
2013/3/10 1:00,1253.75,16988,14.41
2013/3/10 2:00,1288.75,16682.75,9.08
2013/3/10 3:00,1322.25,16611.25,9.08
2013/3/10 4:00,1345.25,16612.75,10.62
2013/3/10 5:00,1392.5,16460.75,9.03
2013/3/10 6:00,1421.5,16012.5,6.52
2013/3/10 7:00,1447.25,16132.5,8.65
2013/3/10 8:00,1468,17559.25,9.05
2013/3/10 9:00,1495.75,18910,15.24
2013/3/10 10:00,1517,20431.5,19.26
2013/3/10 11:00,1531,21721,22.12
2013/3/10 12:00,1547,21927.25,15.22
2013/3/10 13:00,1580.5,21696.25,10.65
2013/3/10 14:00,1604.75,21058.5,9.08
2013/3/10 15:00,1601,20283.5,9.1
2013/3/10 16:00,1601.25,19911.75,11.58
2013/3/10 17:00,1603.25,20110.25,26.01
2013/3/10 18:00,1588.5,21410,40
2013/3/10 19:00,1591,21693.75,42.56
2013/3/10 20:00,1537.5,20830.25,37.1
2013/3/10 21:00,1476,20340,33.94
2013/3/10 22:00,1374.25,20214,35.04
2013/3/10 23:00,1297.75,19090.5,27.32
2013/3/11 0:00,1215.75,18233.25,26.45
2013/3/11 1:00,1197,17661.5,12.36
2013/3/11 2:00,1213.25,17778.5,11.19
2013/3/11 3:00,1202,17698.75,16.91
2013/3/11 4:00,1166,18011.25,15.21
2013/3/11 5:00,1121.25,19025.5,19.2
2013/3/11 6:00,1072.5,22366.75,39.4
2013/3/11 7:00,1067.25,24322.25,45.8
2013/3/11 8:00,1085.75,24947.75,47.77
2013/3/11 9:00,1108.25,25253.25,46.94
2013/3/11 10:00,1132.5,26825.75,45.02
2013/3/11 11:00,1113.25,28302.25,44.48
2013/3/11 12:00,1091.5,28495.5,43.78
2013/3/11 13:00,1064.5,28215.25,43.41
2013/3/11 14:00,1060.75,26880.25,43.29
2013/3/11 15:00,1047.25,26129.25,43.33
2013/3/11 16:00,1026,25429,43.2
2013/3/11 17:00,994,25455,45.56
2013/3/11 18:00,965.5,26147.5,54.53
2013/3/11 19:00,924.75,26273.5,57.94
2013/3/11 20:00,894.75,24631.75,46.96
2013/3/11 21:00,888.5,23808.75,43.19
2013/3/11 22:00,895.25,22475.25,40.61
2013/3/11 23:00,881.5,20663.5,32.34
2013/3/12 0:00,735.75,20050.75,35.04
2013/3/12 1:00,717.5,19587,33.68
2013/3/12 2:00,696.5,19784.25,32.44
2013/3/12 3:00,681,19857.25,31.89
2013/3/12 4:00,688,20247.75,31.19
2013/3/12 5:00,692,21263.5,35.04
2013/3/12 6:00,696.25,23701.5,44.99
2013/3/12 7:00,701,25524.75,56.91
2013/3/12 8:00,699,26149,58.41
2013/3/12 9:00,697.25,26374.75,54.91
2013/3/12 10:00,687.75,27001.5,51.68
2013/3/12 11:00,689.25,27609.5,49.28
2013/3/12 12:00,681.75,27784.75,46.46
2013/3/12 13:00,670.5,27770.5,46.08
2013/3/12 14:00,656,27027.25,44.99
2013/3/12 15:00,631.25,26816.5,46.21
2013/3/12 16:00,609.25,26128,45.85
2013/3/12 17:00,578,25887.5,50.1
2013/3/12 18:00,526.75,26623.5,68.09
2013/3/12 19:00,490.5,26550.5,70.87
2013/3/12 20:00,444,24901.75,52.03
2013/3/12 21:00,416.25,23952,49.55
2013/3/12 22:00,400.75,22928.5,43.5
2013/3/12 23:00,391.75,21716.25,37.45
2013/3/13 0:00,326,20724.75,39.88
2013/3/13 1:00,313,20167.25,36.8
2013/3/13 2:00,299.75,19988.25,35.07
2013/3/13 3:00,300.25,20000.5,37.56
2013/3/13 4:00,306.5,20356,37.96
2013/3/13 5:00,308,21376.5,38.07
2013/3/13 6:00,303.75,23744,51.94
2013/3/13 7:00,299.5,25502.25,63.38
2013/3/13 8:00,280.25,26020.25,73.96
2013/3/13 9:00,242.5,26053.75,77.36
2013/3/13 10:00,220.25,26308,73.86
2013/3/13 11:00,193,26392.75,74.23
2013/3/13 12:00,215.25,26390,63.98
2013/3/13 13:00,217.25,26435.5,57.97
2013/3/13 14:00,232.25,26002.25,49.92
2013/3/13 15:00,235.25,25950.5,52.12
2013/3/13 16:00,242.25,25315,47.53
2013/3/13 17:00,243.5,25303,55.97
2013/3/13 18:00,240.25,26419.25,84.92
2013/3/13 19:00,236.75,26707,89.61
2013/3/13 20:00,248.25,25269.5,58.04
2013/3/13 21:00,263,24319.25,47.95
2013/3/13 22:00,274.5,23264,43.55
2013/3/13 23:00,282.5,22172.75,36.45
2013/3/14 0:00,215,21024.25,42.8
2013/3/14 1:00,221.25,20433,36.55
2013/3/14 2:00,221.75,20042.75,35.02
2013/3/14 3:00,231.5,19932,35.56
2013/3/14 4:00,239,20097.75,36.09
2013/3/14 5:00,241.75,20937.5,40.2
2013/3/14 6:00,254,23590,59.58
2013/3/14 7:00,255.5,25024.25,83.92
2013/3/14 8:00,252,26012,84.41
2013/3/14 9:00,243.25,26387.5,63.98
2013/3/14 10:00,233.75,26768,57.04
2013/3/14 11:00,239.75,27236.75,50.18
2013/3/14 12:00,264.75,27245.25,46.03
2013/3/14 13:00,276,26907,45.68
2013/3/14 14:00,312.5,26691,45.39
2013/3/14 15:00,343.75,26323.75,45.92
2013/3/14 16:00,368.75,25391.75,47.88
2013/3/14 17:00,370,25323,61.19
2013/3/14 18:00,336.25,26292.25,74.59
2013/3/14 19:00,311.75,26867.5,83.98
2013/3/14 20:00,281.25,25513.5,70.09
2013/3/14 21:00,260.25,24527.25,52.54
2013/3/14 22:00,243.5,23324.5,45
2013/3/14 23:00,219.5,21620.75,36.55
2013/3/15 0:00,179,20708.75,36.62
2013/3/15 1:00,177,20009,33.46
2013/3/15 2:00,185.75,19900.25,34.09
2013/3/15 3:00,193.5,20174.25,34.17
2013/3/15 4:00,200.25,20763,33.09
2013/3/15 5:00,212.5,21461.75,35.04
2013/3/15 6:00,236.25,23777.25,47.18
2013/3/15 7:00,266.25,25107.75,66.58
2013/3/15 8:00,285.75,25871.75,68.68
2013/3/15 9:00,303.5,26353.75,63.95
2013/3/15 10:00,361.5,26795.5,53.09
2013/3/15 11:00,426.75,27201.5,47.9
2013/3/15 12:00,506.75,27064.5,44.97
2013/3/15 13:00,583.75,26939.25,39.97
2013/3/15 14:00,648.25,26337.5,35.52
2013/3/15 15:00,689.75,25960,38.24
2013/3/15 16:00,720,25360,42.12
2013/3/15 17:00,745,25461.25,45.92
2013/3/15 18:00,744,25944.25,57.26
2013/3/15 19:00,780.5,26117,53.77
2013/3/15 20:00,838.25,24770,44.7
2013/3/15 21:00,921.75,23913,39.93
2013/3/15 22:00,1005.5,22920.75,35.09
2013/3/15 23:00,1045.5,21884.5,32.18
2013/3/16 0:00,1017,20675,41.59
2013/3/16 1:00,1065.5,20078.75,37.28
2013/3/16 2:00,1121.75,19439.25,34.32
2013/3/16 3:00,1193.5,19545.5,34.19
2013/3/16 4:00,1290.5,19530,33.08
2013/3/16 5:00,1380.5,19614,33.07
2013/3/16 6:00,1483,19407.75,29.4
2013/3/16 7:00,1578.5,20163,32.74
2013/3/16 8:00,1641.25,21583,31.69
2013/3/16 9:00,1652.5,22798,27.05
2013/3/16 10:00,1638.25,23914.25,14.83
2013/3/16 11:00,1663.25,24585.5,11.12
2013/3/16 12:00,1705.75,24711.25,10.1
2013/3/16 13:00,1737,24057.75,7.52
2013/3/16 14:00,1734.25,22833.5,8.04
2013/3/16 15:00,1730.5,22096,12.1
2013/3/16 16:00,1770.25,21354.75,25.03
2013/3/16 17:00,1840.75,21455,41.3
2013/3/16 18:00,1915.25,22279.25,47.79
2013/3/16 19:00,2022,22553.75,47.02
2013/3/16 20:00,2102.25,21517,41.92
2013/3/16 21:00,2158.25,21192.25,29.93
2013/3/16 22:00,2149.75,20797.5,26.65
2013/3/16 23:00,2139.5,19803.5,11.48
2013/3/17 0:00,2151.25,18218.75,10.96
2013/3/17 1:00,2172.5,17475,8.31
2013/3/17 2:00,2194.25,17113,4.64
2013/3/17 3:00,2211.25,17019,0.08
2013/3/17 4:00,2226,16966.25,0.07
2013/3/17 5:00,2239.25,17008.5,3.94
2013/3/17 6:00,2263.5,16493.25,-0.02
2013/3/17 7:00,2254.75,16850,-0.01
2013/3/17 8:00,2257.75,18172.25,5.11
2013/3/17 9:00,2273.75,19793.75,8.19
2013/3/17 10:00,2282.25,20892.75,6.52
2013/3/17 11:00,2308.25,22167,8.18
2013/3/17 12:00,2338.5,22634.75,8.24
2013/3/17 13:00,2364.75,21946,8.17
2013/3/17 14:00,2357.75,21704.75,8.18
2013/3/17 15:00,2364.75,21292.75,8.36
2013/3/17 16:00,2390.5,20861.75,8.31
2013/3/17 17:00,2402.25,20886,12.78
2013/3/17 18:00,2394,21385.5,33.46
2013/3/17 19:00,2376.5,21806.75,39.53
2013/3/17 20:00,2344.25,20856,31.04
2013/3/17 21:00,2308,20482.75,20.55
2013/3/17 22:00,2241.25,20642.75,15.46
2013/3/17 23:00,2165.75,19560.5,9.92
2013/3/18 0:00,2371,17893.5,6.53
2013/3/18 1:00,2332.5,17865.5,3.96
2013/3/18 2:00,2279.5,17650,0.08
2013/3/18 3:00,2202.5,17767.75,5.34
2013/3/18 4:00,2087.5,17876.75,8.31
2013/3/18 5:00,1953.5,19055.25,10.91
2013/3/18 6:00,1811,22051.5,27.53
2013/3/18 7:00,1674.25,24084.25,36.86
2013/3/18 8:00,1557.25,24966,39.97
2013/3/18 9:00,1419.5,25240.75,42.18
2013/3/18 10:00,1304.5,25713.25,43.48
2013/3/18 11:00,1200.5,26020,43.89
2013/3/18 12:00,1123.75,25834,45.07
2013/3/18 13:00,1091.5,25898.25,50
2013/3/18 14:00,1065.75,25698,50.2
2013/3/18 15:00,1029,25605.75,54.07
2013/3/18 16:00,1029.25,24892,48
2013/3/18 17:00,1024.75,24603.75,50.96
2013/3/18 18:00,1012.25,25127.75,56.06
2013/3/18 19:00,992.25,25837.25,80.1
2013/3/18 20:00,949.75,24769,55.61
2013/3/18 21:00,927.5,23875.5,44.03
2013/3/18 22:00,874.75,22477.5,39.69
2013/3/18 23:00,836.5,20794.75,35.23
2013/3/19 0:00,901.25,19249.5,32.58
2013/3/19 1:00,878.75,18934,32.43
2013/3/19 2:00,880.25,18475.5,31.13
2013/3/19 3:00,876,18308,31.52
2013/3/19 4:00,885,18535,31.99
2013/3/19 5:00,887.75,19625.5,33.06
2013/3/19 6:00,917.75,22384,41.7
2013/3/19 7:00,943.25,24093.75,57.45
2013/3/19 8:00,991.75,24898.5,53.28
2013/3/19 9:00,1041.25,25301.5,51.97
2013/3/19 10:00,1096,25558.25,46.47
2013/3/19 11:00,1144,25703.5,45.51
2013/3/19 12:00,1190,25680.25,44.67
2013/3/19 13:00,1214.5,25601.5,36.57
2013/3/19 14:00,1224,25140.75,35.35
2013/3/19 15:00,1191.75,24825,37.85
2013/3/19 16:00,1113.5,24044.75,43.67
2013/3/19 17:00,1008.25,23810,47.83
2013/3/19 18:00,916.25,24504.5,59.54
2013/3/19 19:00,840.25,25316.75,76.78
2013/3/19 20:00,779.25,24149.5,52.95
2013/3/19 21:00,728.25,23286,47.01
2013/3/19 22:00,685,22069.25,42.93
2013/3/19 23:00,637.25,20457.5,34.71
2013/3/20 0:00,538.5,19092.5,34.2
2013/3/20 1:00,498.5,18424,33.01
2013/3/20 2:00,481,18152,33.07
2013/3/20 3:00,471,18395,33.03
2013/3/20 4:00,465.5,18774.5,34.08
2013/3/20 5:00,467.5,19962.75,36.81
2013/3/20 6:00,467.5,22710.75,49.93
2013/3/20 7:00,463.25,24190.5,59.17
2013/3/20 8:00,458.25,24946.25,67.5
2013/3/20 9:00,460,25277.75,59.2
2013/3/20 10:00,463.75,25418.25,54.95
2013/3/20 11:00,473.25,25546.5,50.92
2013/3/20 12:00,524.75,25641.5,47.08
2013/3/20 13:00,565,25608.25,49.17
2013/3/20 14:00,605.25,25243,47.81
2013/3/20 15:00,639.25,24884.5,50.65
2013/3/20 16:00,660,24191,50.99
2013/3/20 17:00,664,24050,57.93
2013/3/20 18:00,672.5,24812.5,72.5
2013/3/20 19:00,671.25,25668.75,100.51
2013/3/20 20:00,653.5,24501.75,58.63
2013/3/20 21:00,631.5,23544.75,47.87
2013/3/20 22:00,612.75,22374.25,44.52
2013/3/20 23:00,579.5,20732.25,35.05
2013/3/21 0:00,440,19077.25,37.93
2013/3/21 1:00,429.25,18377.75,36
2013/3/21 2:00,411,18224,34.42
2013/3/21 3:00,398.75,18588.25,34.96
2013/3/21 4:00,386.25,18882.25,34.15
2013/3/21 5:00,358.75,19730.5,39.13
2013/3/21 6:00,354.25,22374.25,49.36
2013/3/21 7:00,330.25,24115.25,74.29
2013/3/21 8:00,294.75,24979.75,90.1
2013/3/21 9:00,280,25237,74.52
2013/3/21 10:00,261.75,25520,64.44
2013/3/21 11:00,265.75,25758,57.07
2013/3/21 12:00,289.25,25994.25,50.93
2013/3/21 13:00,304.75,25935.5,50.01
2013/3/21 14:00,335.25,25107.25,49.05
2013/3/21 15:00,351.75,25147,50.97
2013/3/21 16:00,374.75,24725,49.1
2013/3/21 17:00,384,24364.25,57.04
2013/3/21 18:00,377.75,24763.25,78.97
2013/3/21 19:00,408.75,25520.5,108.64
2013/3/21 20:00,446.5,24286.75,69.27
2013/3/21 21:00,501.5,23324.5,52.59
2013/3/21 22:00,544.5,21928,48.77
2013/3/21 23:00,578.75,20443.25,41.91
2013/3/22 0:00,477.5,19108.5,36.06
2013/3/22 1:00,522.5,18516.5,35.1
2013/3/22 2:00,556.5,18550,33.29
2013/3/22 3:00,620.5,19153.5,33.29
2013/3/22 4:00,683,19824.75,35.77
2013/3/22 5:00,724.75,20593.75,40.68
2013/3/22 6:00,782,23056,50
2013/3/22 7:00,849.75,24576.5,65.89
2013/3/22 8:00,927.25,25220.5,56.01
2013/3/22 9:00,1013.5,25518.5,48.13
2013/3/22 10:00,1087,26027.75,40.78
2013/3/22 11:00,1165,26809.5,32.28
2013/3/22 12:00,1267.5,27048.75,31.4
2013/3/22 13:00,1390.5,27062.75,30.9
2013/3/22 14:00,1527,26746.75,30.86
2013/3/22 15:00,1664.5,26381.5,32.05
2013/3/22 16:00,1784.25,25828,32.21
2013/3/22 17:00,1874.5,25460.75,39.46
2013/3/22 18:00,1922.25,25772,45.87
2013/3/22 19:00,1954.5,26186,46.31
2013/3/22 20:00,1972.75,24558.25,42.38
2013/3/22 21:00,2040.75,23420.25,32.23
2013/3/22 22:00,2063.75,22566.25,34.25
2013/3/22 23:00,2057.75,21532,29.37
2013/3/23 0:00,2142.25,20682.5,25.1
2013/3/23 1:00,2150,20392.5,18.05
2013/3/23 2:00,2161.75,19844.5,10.01
2013/3/23 3:00,2182.5,20011,10.19
2013/3/23 4:00,2195.25,19808,10.17
2013/3/23 5:00,2226.75,19749,10.92
2013/3/23 6:00,2271.75,19715.75,9.16
2013/3/23 7:00,2373,20508.5,10.13
2013/3/23 8:00,2487.5,22185.75,27
2013/3/23 9:00,2593.5,23872,27.09
2013/3/23 10:00,2666.5,25119,27.01
2013/3/23 11:00,2697.25,25686.25,29.85
2013/3/23 12:00,2712.25,25632.5,27.01
2013/3/23 13:00,2739.25,25239.25,18.07
2013/3/23 14:00,2783,24598,10.14
2013/3/23 15:00,2806.25,24147,15.24
2013/3/23 16:00,2796.5,23177,12.44
2013/3/23 17:00,2748.5,22769.75,20.98
2013/3/23 18:00,2644.75,23199,42.44
2013/3/23 19:00,2576.75,23799,47.05
2013/3/23 20:00,2530.75,22643,30.99
2013/3/23 21:00,2485,21981.5,25.59
2013/3/23 22:00,2385.25,21777.25,27.02
2013/3/23 23:00,2259.75,20560.25,16.46
2013/3/24 0:00,2064.25,19147,36.92
2013/3/24 1:00,1991.75,18554.75,12.06
2013/3/24 2:00,1939.25,18125,12.06
2013/3/24 3:00,1896.25,18191.75,11.93
2013/3/24 4:00,1859.25,18330.25,11.95
2013/3/24 5:00,1840,18125.25,11.95
2013/3/24 6:00,1842.25,17355.75,10.85
2013/3/24 7:00,1862.25,17513.75,10.87
2013/3/24 8:00,1895,19009.25,12
2013/3/24 9:00,1952,20921.25,10.84
2013/3/24 10:00,2052.25,22271.5,10.82
2013/3/24 11:00,2167.75,23004.25,7.16
2013/3/24 12:00,2283.75,22909.25,-0.07
2013/3/24 13:00,2410.75,22399.75,-10.67
2013/3/24 14:00,2512.25,21924,-50.01
2013/3/24 15:00,2566.25,21716,-10.05
2013/3/24 16:00,2582,21152.75,0.1
2013/3/24 17:00,2516.25,21571,7.62
2013/3/24 18:00,2435.5,22461.25,26.91
2013/3/24 19:00,2361,23285,41.9
2013/3/24 20:00,2308.75,22588.25,32.71
2013/3/24 21:00,2268.75,22289.75,35.23
2013/3/24 22:00,2226.25,22315.25,43.52
2013/3/24 23:00,2173.25,21260,28.09
2013/3/25 0:00,2210.5,19387.25,26.05
2013/3/25 1:00,2166.5,18733.25,24.96
2013/3/25 2:00,2147,18545.75,27.52
2013/3/25 3:00,2133.75,18653.75,27.02
2013/3/25 4:00,2149.75,18924.75,24.99
2013/3/25 5:00,2173.25,20095,27.01
2013/3/25 6:00,2207.75,22580,46.11
2013/3/25 7:00,2241.5,23823.75,48.01
2013/3/25 8:00,2306.25,24649.75,44.92
2013/3/25 9:00,2358.5,24771.75,38.91
2013/3/25 10:00,2452.75,25048.5,31.38
2013/3/25 11:00,2548.25,25399.75,27.65
2013/3/25 12:00,2617.75,25412.5,27.01
2013/3/25 13:00,2692.25,25595.75,27.03
2013/3/25 14:00,2736.5,25452,27.07
2013/3/25 15:00,2733.5,25111,30.44
2013/3/25 16:00,2668.5,24864.25,31.61
2013/3/25 17:00,2574.5,24986.5,37.09
2013/3/25 18:00,2440,25616.75,45.08
2013/3/25 19:00,2323.5,26473.75,48.67
2013/3/25 20:00,2230.75,25159.25,45.03
2013/3/25 21:00,2147.75,24268,41.96
2013/3/25 22:00,2061.25,23221.75,38.25
2013/3/25 23:00,1951.25,21671,30.44
2013/3/26 0:00,1810,20351,30.79
2013/3/26 1:00,1732,19693,31
2013/3/26 2:00,1678,19445.75,31.21
2013/3/26 3:00,1632.75,19719.5,31.48
2013/3/26 4:00,1589.5,19845.75,31.82
2013/3/26 5:00,1541,20556.75,32.35
2013/3/26 6:00,1516,23068,45.61
2013/3/26 7:00,1562.75,24849.5,47.91
2013/3/26 8:00,1660.5,25874.5,46.68
2013/3/26 9:00,1774,26281,41.93
2013/3/26 10:00,1885,26732.5,32.94
2013/3/26 11:00,1977.25,27324,31.99
2013/3/26 12:00,2031.25,27527,31.51
2013/3/26 13:00,2076,27351.75,31.45
2013/3/26 14:00,2089.5,26582,31.5
2013/3/26 15:00,2061,26342,32.2
2013/3/26 16:00,1977,25706.75,33.27
2013/3/26 17:00,1843.5,25374.75,39.97
2013/3/26 18:00,1684.5,25601,48.31
2013/3/26 19:00,1558.75,26487.5,64.47
2013/3/26 20:00,1461.5,25321.75,46.9
2013/3/26 21:00,1394.75,24237,45.91
2013/3/26 22:00,1305,23079,44.93
2013/3/26 23:00,1214.75,21749.5,40.47
2013/3/27 0:00,1081,20370.75,35.56
2013/3/27 1:00,1042.5,19784.75,34.64
2013/3/27 2:00,1024.75,19634,34.35
2013/3/27 3:00,1003.75,19734.75,33.65
2013/3/27 4:00,989.25,20020.75,34.99
2013/3/27 5:00,990.25,20676.75,38.08
2013/3/27 6:00,1013.5,23069.25,47.93
2013/3/27 7:00,1057.75,24907.25,53.09
2013/3/27 8:00,1116.25,25986,53.22
2013/3/27 9:00,1203.75,26548.75,48.33
2013/3/27 10:00,1294.5,27011.75,46.22
2013/3/27 11:00,1398.25,27476.75,42
2013/3/27 12:00,1482.5,27619.75,36.08
2013/3/27 13:00,1584.5,27341.25,41.92
2013/3/27 14:00,1649.75,26624,42.32
2013/3/27 15:00,1669.25,27240.25,44.55
2013/3/27 16:00,1647,26614,45.89
2013/3/27 17:00,1588.75,26336.75,46.83
2013/3/27 18:00,1499.75,26542,65.19
2013/3/27 19:00,1410.5,27162,109.26
2013/3/27 20:00,1311.75,26255.75,57.47
2013/3/27 21:00,1229.75,25353.25,47.94
2013/3/27 22:00,1149.75,24179,47.72
2013/3/27 23:00,1059,22565.25,41.55
2013/3/28 0:00,888,19917,38.07
2013/3/28 1:00,834.5,19380.25,38.31
2013/3/28 2:00,817.25,18861.5,37.03
2013/3/28 3:00,796.75,18804.5,35.41
2013/3/28 4:00,775.75,18904.75,38.03
2013/3/28 5:00,761.75,20322,37.99
2013/3/28 6:00,769,22453,47.91
2013/3/28 7:00,775.25,24305,51.67
2013/3/28 8:00,775.25,25462.25,49.41
2013/3/28 9:00,767,26045.75,42.9
2013/3/28 10:00,760,26106,34.75
2013/3/28 11:00,735.5,25937,33.16
2013/3/28 12:00,723.5,25196,33
2013/3/28 13:00,727.5,24685.25,33.16
2013/3/28 14:00,715.75,24635.5,34.94
2013/3/28 15:00,695.5,24259,45.72
2013/3/28 16:00,681,23499.5,48.97
2013/3/28 17:00,664.25,23388.25,49.97
2013/3/28 18:00,635.5,23893.5,86.03
