date, Generation forecast, System load forecast,OT
2012/12/4 4:00,65460,58400,23.187
2012/12/4 5:00,66014,59300,33.382
2012/12/4 6:00,69876,63400,41.197
2012/12/4 7:00,77290,71200,57.029
2012/12/4 8:00,79236,75800,57.433
2012/12/4 9:00,79355,76000,56.38
2012/12/4 10:00,80071,76800,59.17
2012/12/4 11:00,80498,76600,60
2012/12/4 12:00,80812,76700,54.44
2012/12/4 13:00,80321,76500,54.41
2012/12/4 14:00,79442,73900,53.198
2012/12/4 15:00,79208,71700,53.196
2012/12/4 16:00,79361,71600,60.92
2012/12/4 17:00,82184,74300,68.592
2012/12/4 18:00,84347,77800,70.382
2012/12/4 19:00,84356,80400,69.382
2012/12/4 20:00,80875,76300,65.143
2012/12/4 21:00,77637,71600,58.535
2012/12/4 22:00,75347,68600,56.602
2012/12/4 23:00,75252,72100,52.37
2012/12/5 0:00,71870,68500,46.573
2012/12/5 1:00,68258,64100,45
2012/12/5 2:00,67169,63700,34.993
2012/12/5 3:00,66491,60900,34.323
2012/12/5 4:00,66937,58900,34.214
2012/12/5 5:00,67476,59700,38.034
2012/12/5 6:00,71722,63600,52.9
2012/12/5 7:00,79212,71600,68.383
2012/12/5 8:00,81471,76000,68.67
2012/12/5 9:00,81518,77100,66.929
2012/12/5 10:00,81201,78200,66.468
2012/12/5 11:00,81989,78500,67.092
2012/12/5 12:00,81360,78700,65.958
2012/12/5 13:00,81551,78400,64.61
2012/12/5 14:00,81859,76100,65.237
2012/12/5 15:00,81477,74400,64
2012/12/5 16:00,82324,74200,65.54
2012/12/5 17:00,84834,76200,72
2012/12/5 18:00,84522,80400,66.979
2012/12/5 19:00,83504,83000,61.939
2012/12/5 20:00,81281,79300,57.912
2012/12/5 21:00,77613,73900,52.041
2012/12/5 22:00,75041,70700,56.259
2012/12/5 23:00,75404,74400,55.795
2012/12/6 0:00,73766,71700,54.763
2012/12/6 1:00,70415,67300,48.579
2012/12/6 2:00,69457,67400,42.668
2012/12/6 3:00,67142,64700,34.99
2012/12/6 4:00,66786,62800,34.204
2012/12/6 5:00,68553,63600,39.717
2012/12/6 6:00,74394,67800,54.22
2012/12/6 7:00,79978,76000,69.171
2012/12/6 8:00,81295,81200,69.241
2012/12/6 9:00,81807,80700,66.816
2012/12/6 10:00,82106,81100,64.257
2012/12/6 11:00,82135,80700,63.194
2012/12/6 12:00,81284,80800,57.868
2012/12/6 13:00,81469,80400,59.93
2012/12/6 14:00,81549,78300,61.84
2012/12/6 15:00,81140,76100,63.523
2012/12/6 16:00,82806,75800,69.111
2012/12/6 17:00,85365,78400,92.15
2012/12/6 18:00,86828,83400,85.536
2012/12/6 19:00,86584,86200,72.47
2012/12/6 20:00,83172,82100,65.999
2012/12/6 21:00,79378,77200,60.118
2012/12/6 22:00,77730,73600,59.7
2012/12/6 23:00,78340,77100,61.117
2012/12/7 0:00,75382,74400,66.976
2012/12/7 1:00,72236,69800,58.977
2012/12/7 2:00,72059,69400,53.02
2012/12/7 3:00,70429,66900,47.8
2012/12/7 4:00,70096,64700,43.668
2012/12/7 5:00,71268,65200,53.108
2012/12/7 6:00,74349,69200,57.52
2012/12/7 7:00,82298,77100,73.655
2012/12/7 8:00,84615,81900,73.068
2012/12/7 9:00,85398,80900,71.296
2012/12/7 10:00,85136,80800,77.857
2012/12/7 11:00,85402,80200,78.537
2012/12/7 12:00,84409,80400,67.495
2012/12/7 13:00,84107,80100,64.237
2012/12/7 14:00,82536,77100,59.99
2012/12/7 15:00,81757,74900,56.942
2012/12/7 16:00,82309,74200,59.971
2012/12/7 17:00,85487,75600,71.272
2012/12/7 18:00,86252,79800,68.782
2012/12/7 19:00,85322,80800,61.199
2012/12/7 20:00,82221,77800,59.999
2012/12/7 21:00,78571,74000,54.541
2012/12/7 22:00,76367,70600,62.151
2012/12/7 23:00,75973,74600,54.563
2012/12/8 0:00,73819,71400,55.992
2012/12/8 1:00,70871,66600,51.93
2012/12/8 2:00,69118,65700,46.239
2012/12/8 3:00,66834,62600,39.797
2012/12/8 4:00,66593,60300,37.272
2012/12/8 5:00,66379,59600,37.779
2012/12/8 6:00,67214,61300,41.871
2012/12/8 7:00,69298,64700,46.376
2012/12/8 8:00,71430,68200,50.349
2012/12/8 9:00,73768,69800,60
2012/12/8 10:00,75476,71800,59.901
2012/12/8 11:00,75413,71900,60.009
2012/12/8 12:00,76442,73100,61.195
2012/12/8 13:00,75742,74500,58.831
2012/12/8 14:00,73857,70000,53.69
2012/12/8 15:00,72696,67700,51.251
2012/12/8 16:00,74348,66400,59.333
2012/12/8 17:00,76904,69000,68.511
2012/12/8 18:00,79889,74300,70.236
2012/12/8 19:00,79270,76600,67.061
2012/12/8 20:00,76822,74600,61.184
2012/12/8 21:00,75191,71600,55.48
2012/12/8 22:00,74190,69500,59.96
2012/12/8 23:00,75593,74100,61.051
2012/12/9 0:00,74448,73000,49.441
2012/12/9 1:00,72165,69600,46.52
2012/12/9 2:00,69404,68600,43.914
2012/12/9 3:00,66807,65800,38.761
2012/12/9 4:00,65935,62900,35.047
2012/12/9 5:00,65915,61800,35
2012/12/9 6:00,67161,62700,32.043
2012/12/9 7:00,68382,64400,33.803
2012/12/9 8:00,69194,66400,40.261
2012/12/9 9:00,71674,67700,44.652
2012/12/9 10:00,74502,70000,49.821
2012/12/9 11:00,75890,71300,51.507
2012/12/9 12:00,76969,72600,53.501
2012/12/9 13:00,76602,73800,53.195
2012/12/9 14:00,74101,68500,50.328
2012/12/9 15:00,72141,66100,46.089
2012/12/9 16:00,71659,64700,44.001
2012/12/9 17:00,74739,66900,54.96
2012/12/9 18:00,78598,72000,61.263
2012/12/9 19:00,80224,74900,65.046
2012/12/9 20:00,79128,74000,59.078
2012/12/9 21:00,77294,71300,55.041
2012/12/9 22:00,76517,68500,56.94
2012/12/9 23:00,75951,72400,50.46
2012/12/10 0:00,72453,69700,39.369
2012/12/10 1:00,70126,66900,42.95
2012/12/10 2:00,68953,66500,35.655
2012/12/10 3:00,67002,63800,25.564
2012/12/10 4:00,66811,61700,24.706
2012/12/10 5:00,68179,62900,37.588
2012/12/10 6:00,72020,67500,48.508
2012/12/10 7:00,77191,75500,59.969
2012/12/10 8:00,80483,80300,64.94
2012/12/10 9:00,81290,80400,65.444
2012/12/10 10:00,81422,80700,64.443
2012/12/10 11:00,82473,80800,62.03
2012/12/10 12:00,81965,81400,62.145
2012/12/10 13:00,82106,81200,63.23
2012/12/10 14:00,81530,79300,63.23
2012/12/10 15:00,80885,77100,63.197
2012/12/10 16:00,81477,76100,63.592
2012/12/10 17:00,84267,78000,76.1
2012/12/10 18:00,85822,82300,82.839
2012/12/10 19:00,85433,85000,74.765
2012/12/10 20:00,82663,81100,68.081
2012/12/10 21:00,78882,76500,61.992
2012/12/10 22:00,77355,72900,60.009
2012/12/10 23:00,77377,76400,56.506
2012/12/11 0:00,74800,73200,60.067
2012/12/11 1:00,71509,70200,52.682
2012/12/11 2:00,71193,69500,53.2
2012/12/11 3:00,69334,66900,46.96
2012/12/11 4:00,68855,64900,43.579
2012/12/11 5:00,70376,65800,53.277
2012/12/11 6:00,74153,70200,57.459
2012/12/11 7:00,81168,78200,68.67
2012/12/11 8:00,83348,83200,74.94
2012/12/11 9:00,83290,83200,69.898
2012/12/11 10:00,82912,83300,67.371
2012/12/11 11:00,83951,83100,69.315
2012/12/11 12:00,82905,83200,66.923
2012/12/11 13:00,82334,83200,65.735
2012/12/11 14:00,81256,81200,64.93
2012/12/11 15:00,80864,79400,68.45
2012/12/11 16:00,82361,79100,78.898
2012/12/11 17:00,84599,81100,104.738
2012/12/11 18:00,86509,85800,134.105
2012/12/11 19:00,87108,88700,80.66
2012/12/11 20:00,84196,85000,73.952
2012/12/11 21:00,80822,80500,64.327
2012/12/11 22:00,80204,76600,66.827
2012/12/11 23:00,79884,80400,63.104
2012/12/12 0:00,76919,75700,56.434
2012/12/12 1:00,75029,73100,54.645
2012/12/12 2:00,73705,73500,52.807
2012/12/12 3:00,72065,70800,48.875
2012/12/12 4:00,71490,68900,46.09
2012/12/12 5:00,73314,69700,49.65
2012/12/12 6:00,77238,74200,55.007
2012/12/12 7:00,83068,82400,80.031
2012/12/12 8:00,85209,87500,102
2012/12/12 9:00,86489,88100,90.012
2012/12/12 10:00,86358,88300,85.675
2012/12/12 11:00,85987,87500,84.916
2012/12/12 12:00,84544,87600,78.58
2012/12/12 13:00,84416,86900,75.107
2012/12/12 14:00,83614,84500,73.57
2012/12/12 15:00,83051,82700,75.937
2012/12/12 16:00,84587,82100,77.709
2012/12/12 17:00,86142,84000,135.006
2012/12/12 18:00,88025,89600,139.67
2012/12/12 19:00,88018,92300,100.12
2012/12/12 20:00,85512,88500,72.991
2012/12/12 21:00,81477,83500,60.517
2012/12/12 22:00,79914,79600,62.92
2012/12/12 23:00,79334,83000,61.192
2012/12/13 0:00,78380,77300,57.517
2012/12/13 1:00,76161,74900,54.874
2012/12/13 2:00,75652,76600,51.307
2012/12/13 3:00,73391,73300,48.463
2012/12/13 4:00,72143,71200,46.358
2012/12/13 5:00,74016,71700,51.488
2012/12/13 6:00,79115,75800,61.191
2012/12/13 7:00,84973,84400,81.013
2012/12/13 8:00,86899,89600,94.876
2012/12/13 9:00,86630,88300,85.074
2012/12/13 10:00,86786,87800,78.339
2012/12/13 11:00,86150,87000,74.102
2012/12/13 12:00,84920,86600,69.991
2012/12/13 13:00,85132,85700,71.047
2012/12/13 14:00,84358,82900,69.763
2012/12/13 15:00,83349,80400,67.881
2012/12/13 16:00,84448,79700,73.506
2012/12/13 17:00,87139,81200,115.38
2012/12/13 18:00,87643,85800,89.93
2012/12/13 19:00,86602,87300,74.205
2012/12/13 20:00,83656,83100,63.174
2012/12/13 21:00,80521,77900,57.16
2012/12/13 22:00,78148,74000,55.097
2012/12/13 23:00,78425,77200,53.198
2012/12/14 0:00,74688,72000,60.009
2012/12/14 1:00,72547,69600,58.65
2012/12/14 2:00,71736,69800,50.973
2012/12/14 3:00,69449,66600,42.503
2012/12/14 4:00,68384,64100,38.037
2012/12/14 5:00,68801,64300,43.278
2012/12/14 6:00,75034,68500,58.38
2012/12/14 7:00,81648,76600,68.116
2012/12/14 8:00,83655,81100,68.499
2012/12/14 9:00,84162,79900,67.197
2012/12/14 10:00,84751,79500,67.399
2012/12/14 11:00,85289,79000,66.699
2012/12/14 12:00,85094,78800,63.954
2012/12/14 13:00,83787,78900,59.959
2012/12/14 14:00,80977,75400,55
2012/12/14 15:00,79163,72800,49.118
2012/12/14 16:00,79411,72100,52.563
2012/12/14 17:00,81502,73200,61.971
2012/12/14 18:00,82945,77100,69.991
2012/12/14 19:00,82924,77700,64.93
2012/12/14 20:00,79207,73900,55.204
2012/12/14 21:00,76472,70000,48.135
2012/12/14 22:00,74253,66700,46.913
2012/12/14 23:00,74774,70000,50.24
2012/12/15 0:00,72035,67000,38.378
2012/12/15 1:00,67526,63000,30.062
2012/12/15 2:00,65612,61700,24.926
2012/12/15 3:00,62167,57800,18.306
2012/12/15 4:00,62364,55200,13.35
2012/12/15 5:00,62848,53900,16.415
2012/12/15 6:00,64465,55800,24.713
2012/12/15 7:00,66373,58700,33.651
2012/12/15 8:00,68096,61700,36.115
2012/12/15 9:00,70401,63200,37.671
2012/12/15 10:00,72659,65000,38.134
2012/12/15 11:00,73381,65200,40.477
2012/12/15 12:00,74560,66400,42.534
2012/12/15 13:00,73386,68300,38.405
2012/12/15 14:00,70627,64000,37.642
2012/12/15 15:00,69790,61400,37.66
2012/12/15 16:00,69487,60300,38.505
2012/12/15 17:00,72753,62300,46.507
2012/12/15 18:00,74950,66900,52.993
2012/12/15 19:00,75210,68500,48.948
2012/12/15 20:00,71676,66100,42.608
2012/12/15 21:00,69384,63100,36.854
2012/12/15 22:00,68256,60900,37.934
2012/12/15 23:00,69998,65200,39.554
2012/12/16 0:00,68713,63100,35.527
2012/12/16 1:00,66440,59300,32.032
2012/12/16 2:00,64360,57900,19.786
2012/12/16 3:00,62007,54100,12.926
2012/12/16 4:00,59879,51300,13.456
2012/12/16 5:00,59770,49600,13.126
2012/12/16 6:00,60800,50500,12.713
2012/12/16 7:00,61611,51700,20.574
2012/12/16 8:00,62696,53700,24.164
2012/12/16 9:00,65721,54900,35.504
2012/12/16 10:00,66878,57100,37.285
2012/12/16 11:00,68214,58900,38.062
2012/12/16 12:00,69182,60700,38.41
2012/12/16 13:00,68687,62900,36.878
2012/12/16 14:00,67013,57800,36.519
2012/12/16 15:00,65022,55100,27.843
2012/12/16 16:00,64804,54600,30.181
2012/12/16 17:00,67464,56700,41.205
2012/12/16 18:00,71986,62100,48.7
2012/12/16 19:00,73428,64800,51.12
2012/12/16 20:00,71777,63800,42.185
2012/12/16 21:00,69462,61300,38.369
2012/12/16 22:00,68869,58400,39.953
2012/12/16 23:00,69308,62100,40.429
2012/12/17 0:00,68212,60100,35.536
2012/12/17 1:00,65827,57100,33.395
2012/12/17 2:00,65033,56800,22.374
2012/12/17 3:00,62836,53300,15.07
2012/12/17 4:00,63933,51200,12.315
2012/12/17 5:00,65375,51900,29.974
2012/12/17 6:00,69781,56700,40.628
2012/12/17 7:00,76110,64800,57.965
2012/12/17 8:00,79091,70200,64.341
2012/12/17 9:00,79942,70000,61.42
2012/12/17 10:00,80837,70100,63.81
2012/12/17 11:00,81390,70700,63.995
2012/12/17 12:00,80766,71900,62.26
2012/12/17 13:00,80202,72500,57.474
2012/12/17 14:00,79387,70300,53.599
2012/12/17 15:00,78515,68200,51.107
2012/12/17 16:00,78104,67400,53.915
2012/12/17 17:00,81579,69100,66.32
2012/12/17 18:00,83767,73600,69.109
2012/12/17 19:00,83814,76400,66.922
2012/12/17 20:00,80953,72600,58.919
2012/12/17 21:00,77561,67800,52.797
2012/12/17 22:00,75249,63900,46.876
2012/12/17 23:00,74418,67500,47.333
2012/12/18 0:00,71213,65400,40.676
2012/12/18 1:00,69127,61600,35.562
2012/12/18 2:00,69260,61600,34.997
2012/12/18 3:00,68434,58000,29.107
2012/12/18 4:00,67859,55900,23.693
2012/12/18 5:00,69252,56600,36.44
2012/12/18 6:00,73666,61300,44.872
2012/12/18 7:00,79990,69300,64.66
2012/12/18 8:00,82223,74400,61.996
2012/12/18 9:00,81806,73800,61.188
2012/12/18 10:00,82087,73200,61.056
2012/12/18 11:00,82462,73000,61.266
2012/12/18 12:00,81726,73400,59.306
2012/12/18 13:00,81676,73300,56.761
2012/12/18 14:00,80328,70800,56.076
2012/12/18 15:00,78867,68700,53.693
2012/12/18 16:00,78688,68600,56.24
2012/12/18 17:00,81685,70600,73.982
2012/12/18 18:00,83498,75500,73.914
2012/12/18 19:00,84117,78400,66.906
2012/12/18 20:00,79381,74800,64.767
2012/12/18 21:00,76616,70200,59.94
2012/12/18 22:00,74471,66300,59.511
2012/12/18 23:00,74559,69700,56.73
2012/12/19 0:00,72514,66100,44.145
2012/12/19 1:00,69833,62700,41.891
2012/12/19 2:00,68705,63400,35.213
2012/12/19 3:00,68213,59900,34.215
2012/12/19 4:00,67634,57900,34.198
2012/12/19 5:00,67977,58300,37.31
2012/12/19 6:00,71802,63200,44.28
2012/12/19 7:00,80163,70800,60.449
2012/12/19 8:00,83361,75700,66.35
2012/12/19 9:00,83272,76200,66.217
2012/12/19 10:00,83497,75900,65.1
2012/12/19 11:00,83687,75500,63.914
2012/12/19 12:00,82972,76000,60.022
2012/12/19 13:00,82714,75700,59.902
2012/12/19 14:00,82107,73200,58.27
2012/12/19 15:00,81391,71300,57.948
2012/12/19 16:00,81361,70600,63.916
2012/12/19 17:00,83773,72600,77.404
2012/12/19 18:00,84874,77600,69.94
2012/12/19 19:00,84676,79700,62.164
2012/12/19 20:00,82024,75900,55.079
2012/12/19 21:00,78502,70900,48.48
2012/12/19 22:00,75517,66900,46.893
2012/12/19 23:00,75083,70200,43.06
2012/12/20 0:00,71826,67300,36.552
2012/12/20 1:00,69378,62700,34.777
2012/12/20 2:00,69517,64000,33.975
2012/12/20 3:00,67035,60200,32.227
2012/12/20 4:00,66354,58100,29.163
2012/12/20 5:00,68370,58300,33.35
2012/12/20 6:00,71089,62700,40.484
2012/12/20 7:00,79075,71100,56.836
2012/12/20 8:00,81140,76600,58.945
2012/12/20 9:00,80689,75500,56.093
2012/12/20 10:00,81158,75300,56.796
2012/12/20 11:00,81842,74900,61.277
2012/12/20 12:00,82030,75200,60.251
2012/12/20 13:00,81292,74800,61.191
2012/12/20 14:00,79476,72600,54.94
2012/12/20 15:00,78415,70400,53.195
2012/12/20 16:00,78234,69800,56.627
2012/12/20 17:00,80149,71400,58.518
2012/12/20 18:00,81660,75800,71.2
2012/12/20 19:00,81833,77300,65.03
2012/12/20 20:00,78648,73700,57.325
2012/12/20 21:00,75485,68900,43.687
2012/12/20 22:00,74161,64900,40.695
2012/12/20 23:00,73011,68200,36.871
2012/12/21 0:00,68931,65800,24.672
2012/12/21 1:00,65642,61000,21.54
2012/12/21 2:00,64249,61200,17.972
2012/12/21 3:00,63735,57700,14.349
2012/12/21 4:00,62587,55400,15.291
2012/12/21 5:00,64361,56000,20.52
2012/12/21 6:00,69530,60000,33.61
2012/12/21 7:00,74244,68000,48.239
2012/12/21 8:00,76565,73200,51.299
2012/12/21 9:00,75964,72800,49.431
2012/12/21 10:00,75975,72900,48.826
2012/12/21 11:00,75992,73400,49.213
2012/12/21 12:00,76090,73600,47.025
2012/12/21 13:00,75886,73800,42.476
2012/12/21 14:00,74661,70800,41.493
2012/12/21 15:00,73260,68300,40.585
2012/12/21 16:00,73340,67500,44.646
2012/12/21 17:00,76422,69100,55.918
2012/12/21 18:00,77836,73500,53.2
2012/12/21 19:00,77712,75000,51.391
2012/12/21 20:00,73968,71400,42.915
2012/12/21 21:00,71282,67100,37.849
2012/12/21 22:00,70314,63700,39
2012/12/21 23:00,70869,67400,36.764
2012/12/22 0:00,71369,61900,39.3
2012/12/22 1:00,69454,56700,33.718
2012/12/22 2:00,67944,56100,29.073
2012/12/22 3:00,66390,52100,26.675
2012/12/22 4:00,64601,49700,19.746
2012/12/22 5:00,64978,49300,27.141
2012/12/22 6:00,67141,51300,27.934
2012/12/22 7:00,69590,53700,36.252
2012/12/22 8:00,70850,56800,37.294
2012/12/22 9:00,72881,58700,42.03
2012/12/22 10:00,74117,60400,42.488
2012/12/22 11:00,75027,61600,42.047
2012/12/22 12:00,75547,61900,41.026
2012/12/22 13:00,75527,63600,39.921
2012/12/22 14:00,74361,59600,39.91
2012/12/22 15:00,72914,56500,33.914
2012/12/22 16:00,71953,55100,28.15
2012/12/22 17:00,73628,55600,42.561
2012/12/22 18:00,76285,59200,49.091
2012/12/22 19:00,75064,60400,40.931
2012/12/22 20:00,72875,59200,35.999
2012/12/22 21:00,70674,56500,30.761
2012/12/22 22:00,70202,54400,32.935
2012/12/22 23:00,70402,58400,23.124
2012/12/23 0:00,65071,58000,13.348
2012/12/23 1:00,60105,52200,11.195
2012/12/23 2:00,57911,51700,9.498
2012/12/23 3:00,55691,48400,7.45
2012/12/23 4:00,53095,45500,2.717
2012/12/23 5:00,52844,44100,1.575
2012/12/23 6:00,53409,45100,3.064
2012/12/23 7:00,54907,46900,7.487
2012/12/23 8:00,58752,48600,11.131
2012/12/23 9:00,60308,49700,14.865
2012/12/23 10:00,63314,50800,14.849
2012/12/23 11:00,64255,52100,16.253
2012/12/23 12:00,66120,53300,18.125
2012/12/23 13:00,64660,54700,15.663
2012/12/23 14:00,61702,50400,13.269
2012/12/23 15:00,60276,46700,12.152
2012/12/23 16:00,59103,45600,12.276
2012/12/23 17:00,62445,47000,16.088
2012/12/23 18:00,66267,51000,18.986
2012/12/23 19:00,67334,53800,24.766
2012/12/23 20:00,66070,53100,18.508
2012/12/23 21:00,64233,51700,16.036
2012/12/23 22:00,62942,50400,17.593
2012/12/23 23:00,63049,54500,12.143
2012/12/24 0:00,58847,54100,9.74
2012/12/24 1:00,53149,49500,1.01
2012/12/24 2:00,52343,49100,1.003
2012/12/24 3:00,50667,46100,0.093
2012/12/24 4:00,50448,43800,1.249
2012/12/24 5:00,51036,43500,6.358
2012/12/24 6:00,53819,45700,9.492
2012/12/24 7:00,57091,48800,14.012
2012/12/24 8:00,59871,52300,14.711
2012/12/24 9:00,62106,53600,15.904
2012/12/24 10:00,63019,54300,15.152
2012/12/24 11:00,63329,55000,14.468
2012/12/24 12:00,64311,55600,17.49
2012/12/24 13:00,63536,57600,15.127
2012/12/24 14:00,61896,54100,14.281
2012/12/24 15:00,59263,51200,12.725
2012/12/24 16:00,58920,49900,12.073
2012/12/24 17:00,61566,50400,14.755
2012/12/24 18:00,64308,55700,17.017
2012/12/24 19:00,62028,54900,13.699
2012/12/24 20:00,58579,51500,10.148
2012/12/24 21:00,56094,48700,8.821
2012/12/24 22:00,55708,48000,9.743
2012/12/24 23:00,57239,52700,10.191
2012/12/25 0:00,58000,51800,14.688
2012/12/25 1:00,54141,48800,12.404
2012/12/25 2:00,52351,47500,9.447
2012/12/25 3:00,48568,44300,3.017
2012/12/25 4:00,46980,41100,0.003
2012/12/25 5:00,46115,40300,-0.008
2012/12/25 6:00,46547,41000,0.006
2012/12/25 7:00,46887,41200,-50.056
2012/12/25 8:00,47908,41100,-0.085
2012/12/25 9:00,50729,42700,3.947
2012/12/25 10:00,54764,44700,11.6
2012/12/25 11:00,56145,47500,11.198
2012/12/25 12:00,57576,48100,13.602
2012/12/25 13:00,56172,50500,11.317
2012/12/25 14:00,52794,45800,11.442
2012/12/25 15:00,51374,43000,11.184
2012/12/25 16:00,51729,42900,10.195
2012/12/25 17:00,55824,44800,13.029
2012/12/25 18:00,58881,48700,14.932
2012/12/25 19:00,60960,50400,15.734
2012/12/25 20:00,59859,51300,14.327
2012/12/25 21:00,57180,50300,11.977
2012/12/25 22:00,57227,49700,13.519
2012/12/25 23:00,58912,53900,13.126
2012/12/26 0:00,55670,51200,9.49
2012/12/26 1:00,52272,48400,7.527
2012/12/26 2:00,51124,47400,6.664
2012/12/26 3:00,49292,44500,-5.069
2012/12/26 4:00,48936,43000,-5.055
2012/12/26 5:00,49875,44200,2.038
2012/12/26 6:00,52534,47300,5.582
2012/12/26 7:00,56274,51400,11.965
2012/12/26 8:00,59080,54200,14.84
2012/12/26 9:00,62830,56500,15.327
2012/12/26 10:00,66272,58300,16.585
2012/12/26 11:00,67568,58900,17.593
2012/12/26 12:00,67506,60500,17.707
2012/12/26 13:00,64891,61700,13.741
2012/12/26 14:00,63537,59700,13.1
2012/12/26 15:00,62126,57400,11.949
2012/12/26 16:00,63175,57200,13.032
2012/12/26 17:00,65759,59000,15.685
2012/12/26 18:00,68482,63000,24.594
2012/12/26 19:00,70100,65000,22.553
2012/12/26 20:00,65191,61600,14.671
2012/12/26 21:00,62438,58000,14.631
2012/12/26 22:00,62578,55000,16.847
2012/12/26 23:00,62748,59200,14.66
2012/12/27 0:00,60930,57200,11.444
2012/12/27 1:00,57949,53600,11.092
2012/12/27 2:00,56688,53000,6.236
2012/12/27 3:00,53583,49700,3.569
2012/12/27 4:00,52391,47400,0.024
2012/12/27 5:00,52875,47100,3.626
2012/12/27 6:00,56192,49300,7.423
2012/12/27 7:00,60312,53800,12.7
2012/12/27 8:00,64597,57700,15.254
2012/12/27 9:00,66538,59100,17.458
2012/12/27 10:00,68468,61100,19.865
2012/12/27 11:00,69941,60900,23.105
2012/12/27 12:00,71702,63000,24.357
2012/12/27 13:00,70879,63600,22.481
2012/12/27 14:00,68842,61400,20.646
2012/12/27 15:00,67434,60000,19.39
2012/12/27 16:00,66883,58800,19.144
2012/12/27 17:00,69557,60300,24.464
2012/12/27 18:00,72913,64200,30.919
2012/12/27 19:00,73469,66400,28.323
2012/12/27 20:00,70290,63700,20.969
2012/12/27 21:00,67145,59400,17.203
2012/12/27 22:00,66040,56800,18.172
2012/12/27 23:00,66790,60100,18.925
2012/12/28 0:00,64518,57900,22.009
2012/12/28 1:00,61579,53900,16.041
2012/12/28 2:00,60765,53300,15.678
2012/12/28 3:00,59035,50700,11.222
2012/12/28 4:00,57802,48200,11.095
2012/12/28 5:00,59088,48500,21.307
2012/12/28 6:00,62245,50600,19.306
2012/12/28 7:00,65284,54900,29.045
2012/12/28 8:00,67940,59300,40.304
2012/12/28 9:00,69675,60900,40.874
2012/12/28 10:00,71044,62400,39.993
2012/12/28 11:00,72118,62600,38.854
2012/12/28 12:00,73409,63600,38.66
2012/12/28 13:00,72129,64800,38.048
2012/12/28 14:00,70199,61600,38.041
2012/12/28 15:00,69001,59600,30.165
2012/12/28 16:00,68113,58900,27.815
2012/12/28 17:00,70912,60300,45.135
2012/12/28 18:00,72806,65500,41.068
2012/12/28 19:00,71775,67700,39.936
2012/12/28 20:00,69633,64100,32.999
2012/12/28 21:00,67474,60600,21.917
2012/12/28 22:00,65501,57300,19.197
2012/12/28 23:00,64441,61800,16.029
2012/12/29 0:00,62913,59500,12.972
2012/12/29 1:00,59502,55100,11.819
2012/12/29 2:00,56911,54100,11.648
2012/12/29 3:00,55226,51200,10.2
2012/12/29 4:00,53607,48900,9.491
2012/12/29 5:00,54001,47800,8.07
2012/12/29 6:00,55172,49100,9.559
2012/12/29 7:00,58460,51700,13.149
2012/12/29 8:00,60615,54300,17.035
2012/12/29 9:00,64637,56100,18.695
2012/12/29 10:00,66464,57800,16.155
2012/12/29 11:00,66857,58000,16.255
2012/12/29 12:00,67513,58800,17.296
2012/12/29 13:00,67244,60700,15.967
2012/12/29 14:00,64740,56700,15.037
2012/12/29 15:00,62800,55200,13.742
2012/12/29 16:00,62342,54000,14.23
2012/12/29 17:00,65223,56500,17.174
2012/12/29 18:00,69791,61900,24.774
2012/12/29 19:00,70515,64000,22.197
2012/12/29 20:00,67148,61600,17.875
2012/12/29 21:00,62983,58200,14.485
2012/12/29 22:00,62380,56100,16.071
2012/12/29 23:00,63623,60100,15.099
2012/12/30 0:00,60005,58400,13.911
2012/12/30 1:00,56897,54200,13.756
2012/12/30 2:00,55956,53900,12.826
2012/12/30 3:00,52426,51000,0.489
2012/12/30 4:00,50888,48000,0.01
2012/12/30 5:00,50503,46900,1.778
2012/12/30 6:00,51789,48600,5.249
2012/12/30 7:00,52240,49900,6.375
2012/12/30 8:00,54079,51900,8.715
2012/12/30 9:00,56936,53000,13.654
2012/12/30 10:00,58932,54400,15.074
2012/12/30 11:00,60519,55800,16.425
2012/12/30 12:00,62404,57800,19.615
2012/12/30 13:00,61440,59600,16.624
2012/12/30 14:00,58519,55000,15.246
2012/12/30 15:00,58062,52600,13.932
2012/12/30 16:00,58182,51800,13.194
2012/12/30 17:00,61697,54100,18.394
2012/12/30 18:00,66499,59400,22.091
2012/12/30 19:00,67565,61900,22.144
2012/12/30 20:00,64912,61200,20.206
2012/12/30 21:00,62136,59400,16.852
2012/12/30 22:00,62090,57400,18.861
2012/12/30 23:00,63991,61700,21.767
2012/12/31 0:00,61437,60000,18.578
2012/12/31 1:00,58442,55800,15.901
2012/12/31 2:00,57012,55800,14.416
2012/12/31 3:00,55105,52500,9.5
2012/12/31 4:00,54115,49900,10.095
2012/12/31 5:00,54866,49700,11.266
2012/12/31 6:00,57176,51800,17.315
2012/12/31 7:00,60865,54600,17.173
2012/12/31 8:00,63197,57700,19.574
2012/12/31 9:00,64783,58600,20.667
2012/12/31 10:00,65398,59300,20.733
2012/12/31 11:00,66802,59700,20.921
2012/12/31 12:00,67531,60900,21.641
2012/12/31 13:00,67172,63000,19.065
2012/12/31 14:00,64853,59500,15.58
2012/12/31 15:00,63810,57400,15.293
2012/12/31 16:00,64006,56000,16.054
2012/12/31 17:00,67066,58200,21.276
2012/12/31 18:00,71017,63500,30.149
2012/12/31 19:00,68582,64300,20.147
2012/12/31 20:00,63923,60500,15.556
2012/12/31 21:00,61452,57400,14.419
