date, System load forecast, Zonal COMED load foecast,OT
2013/9/27 22:00,81208,11644,28.554784
2013/9/27 23:00,75028,10830,26.009053
2013/9/28 0:00,68908,9964,25.485027
2013/9/28 1:00,65502,9301,23.193456
2013/9/28 2:00,63393,8833,21.732785
2013/9/28 3:00,62217,8523,20.533014
2013/9/28 4:00,62008,8352,20.365438
2013/9/28 5:00,63231,8315,21.278118
2013/9/28 6:00,65677,8470,22.582179
2013/9/28 7:00,68367,8725,23.66619
2013/9/28 8:00,72297,9078,26.047151
2013/9/28 9:00,75897,9701,29.263368
2013/9/28 10:00,78415,10279,30.840505
2013/9/28 11:00,79908,10781,33.48664
2013/9/28 12:00,80806,11101,32.821724
2013/9/28 13:00,81333,11329,31.491642
2013/9/28 14:00,81708,11445,31.580898
2013/9/28 15:00,82260,11582,32.124732
2013/9/28 16:00,83167,11715,34.711574
2013/9/28 17:00,83710,11780,35.725659
2013/9/28 18:00,83250,11671,33.53853
2013/9/28 19:00,83943,11504,36.751214
2013/9/28 20:00,84378,11642,35.63116
2013/9/28 21:00,81634,11529,31.329557
2013/9/28 22:00,76959,11097,28.158494
2013/9/28 23:00,71779,10425,26.828358
2013/9/29 0:00,66567,9646,23.817334
2013/9/29 1:00,63316,9045,21.968957
2013/9/29 2:00,61341,8620,18.674687
2013/9/29 3:00,60136,8325,16.928212
2013/9/29 4:00,59713,8131,15.902621
2013/9/29 5:00,60367,8045,16.552813
2013/9/29 6:00,61818,8067,18.799361
2013/9/29 7:00,63724,8097,19.957846
2013/9/29 8:00,67340,8244,23.369508
2013/9/29 9:00,70817,8726,25.854549
2013/9/29 10:00,73243,9192,28.03149
2013/9/29 11:00,75070,9608,28.562214
2013/9/29 12:00,76607,9906,29.271668
2013/9/29 13:00,77495,10092,29.027245
2013/9/29 14:00,78189,10224,29.03796
2013/9/29 15:00,78951,10321,29.54464
2013/9/29 16:00,80254,10404,29.854243
2013/9/29 17:00,81476,10467,30.104389
2013/9/29 18:00,81672,10450,32.163488
2013/9/29 19:00,83351,10419,41.996348
2013/9/29 20:00,84410,10708,37.087821
2013/9/29 21:00,81448,10727,30.327355
2013/9/29 22:00,76370,10386,27.913666
2013/9/29 23:00,71100,9797,26.637603
2013/9/30 0:00,66680,8982,24.043636
2013/9/30 1:00,64053,8533,23.121648
2013/9/30 2:00,62723,8263,22.304728
2013/9/30 3:00,62332,8102,21.497263
2013/9/30 4:00,63544,8068,21.751501
2013/9/30 5:00,67980,8276,23.94127
2013/9/30 6:00,76158,8899,29.86563
2013/9/30 7:00,81395,9886,32.767686
2013/9/30 8:00,83791,10598,33.977963
2013/9/30 9:00,85959,11108,35.26277
2013/9/30 10:00,88252,11534,37.550013
2013/9/30 11:00,89796,11912,38.713099
2013/9/30 12:00,91013,12163,40.65856
2013/9/30 13:00,92135,12347,44.54218
2013/9/30 14:00,92780,12573,44.47123
2013/9/30 15:00,92946,12646,43.903873
2013/9/30 16:00,93366,12654,43.500508
2013/9/30 17:00,93476,12608,38.261914
2013/9/30 18:00,92783,12452,36.534171
2013/9/30 19:00,93530,12251,42.622106
2013/9/30 20:00,93717,12387,38.597426
2013/9/30 21:00,89532,12205,34.241355
2013/9/30 22:00,82645,11618,27.930583
2013/9/30 23:00,75660,10685,26.44391
2013/10/1 0:00,70248,9842,24.502818
2013/10/1 1:00,66990,9190,22.850686
2013/10/1 2:00,65164,8791,21.947694
2013/10/1 3:00,64384,8527,21.07268
2013/10/1 4:00,65296,8423,21.065127
2013/10/1 5:00,69560,8590,22.633801
2013/10/1 6:00,77649,9206,27.944499
2013/10/1 7:00,82710,10195,29.527872
2013/10/1 8:00,85041,10955,30.444258
2013/10/1 9:00,87407,11562,32.882153
2013/10/1 10:00,90074,12071,35.865904
2013/10/1 11:00,92183,12566,37.170616
2013/10/1 12:00,94095,12942,39.601832
2013/10/1 13:00,96076,13257,40.642561
2013/10/1 14:00,97536,13637,46.030853
2013/10/1 15:00,98375,13838,49.736311
2013/10/1 16:00,99189,13986,50.441163
2013/10/1 17:00,99111,13986,50.499769
2013/10/1 18:00,97416,13770,45.214641
2013/10/1 19:00,97661,13401,55.155133
2013/10/1 20:00,97467,13486,43.560759
2013/10/1 21:00,92967,13283,36.85447
2013/10/1 22:00,85556,12624,30.101487
2013/10/1 23:00,78198,11597,27.049851
2013/10/2 0:00,72928,10459,23.064708
2013/10/2 1:00,69183,9730,21.828858
2013/10/2 2:00,66968,9244,20.601688
2013/10/2 3:00,65916,8925,19.483477
2013/10/2 4:00,66557,8774,19.260186
2013/10/2 5:00,70597,8897,20.821722
2013/10/2 6:00,78623,9486,26.305311
2013/10/2 7:00,83607,10428,27.719907
2013/10/2 8:00,86522,11189,26.597419
2013/10/2 9:00,89731,11845,29.844692
2013/10/2 10:00,93186,12375,31.002432
2013/10/2 11:00,96209,12865,33.749073
2013/10/2 12:00,98846,13208,37.270933
2013/10/2 13:00,101572,13453,40.448731
2013/10/2 14:00,103632,13745,41.139513
2013/10/2 15:00,104913,13885,41.306435
2013/10/2 16:00,105782,13921,41.503431
2013/10/2 17:00,105373,13845,41.839584
2013/10/2 18:00,103158,13544,40.994777
2013/10/2 19:00,102750,13100,42.24312
2013/10/2 20:00,101807,13154,38.734424
2013/10/2 21:00,96770,12972,31.164733
2013/10/2 22:00,88947,12328,27.106289
2013/10/2 23:00,81122,11349,25.337957
2013/10/3 0:00,74615,10283,24.146993
2013/10/3 1:00,70634,9604,22.783758
2013/10/3 2:00,68309,9157,21.045782
2013/10/3 3:00,67095,8858,20.486807
2013/10/3 4:00,67654,8737,20.221817
2013/10/3 5:00,71642,8890,21.34879
2013/10/3 6:00,79709,9504,27.868884
2013/10/3 7:00,84782,10491,28.826752
2013/10/3 8:00,87957,11261,30.939817
2013/10/3 9:00,91389,11895,33.143047
2013/10/3 10:00,94967,12422,37.048862
2013/10/3 11:00,98043,12955,38.990516
2013/10/3 12:00,100706,13333,41.16924
2013/10/3 13:00,103400,13649,43.438641
2013/10/3 14:00,105366,13991,46.092407
2013/10/3 15:00,106385,14147,46.663756
2013/10/3 16:00,107010,14188,49.789728
2013/10/3 17:00,106202,14117,45.758298
2013/10/3 18:00,103812,13847,41.645081
2013/10/3 19:00,103417,13484,44.767184
2013/10/3 20:00,102357,13558,39.648527
2013/10/3 21:00,97189,13320,33.832879
2013/10/3 22:00,89474,12672,28.816141
2013/10/3 23:00,81645,11685,26.99994
2013/10/4 0:00,76347,11085,25.878574
2013/10/4 1:00,72232,10328,23.725962
2013/10/4 2:00,69761,9840,22.462464
2013/10/4 3:00,68373,9499,21.745149
2013/10/4 4:00,68789,9327,21.783641
2013/10/4 5:00,72440,9452,23.644433
2013/10/4 6:00,80180,10063,30.51505
2013/10/4 7:00,85148,10958,31.78419
2013/10/4 8:00,88843,11766,33.210854
2013/10/4 9:00,92839,12494,36.013757
2013/10/4 10:00,97145,13139,41.839406
2013/10/4 11:00,100851,13806,46.567199
2013/10/4 12:00,104024,14362,48.681069
2013/10/4 13:00,107141,14815,58.743036
2013/10/4 14:00,109425,15293,62.521318
2013/10/4 15:00,110567,15573,70.688371
2013/10/4 16:00,111095,15735,77.855518
2013/10/4 17:00,109801,15715,65.417164
2013/10/4 18:00,106682,15412,50.108202
2013/10/4 19:00,105180,14946,53.121976
2013/10/4 20:00,102796,14794,44.901695
2013/10/4 21:00,97668,14428,39.521011
2013/10/4 22:00,90841,13757,33.033629
2013/10/4 23:00,83526,12754,28.508651
2013/10/5 0:00,76787,11327,26.479914
2013/10/5 1:00,72313,10536,24.128913
2013/10/5 2:00,69360,9975,22.648312
2013/10/5 3:00,67467,9590,21.927555
2013/10/5 4:00,66672,9332,21.15495
2013/10/5 5:00,67418,9263,21.164564
2013/10/5 6:00,69830,9426,23.798434
2013/10/5 7:00,72448,9695,25.443757
2013/10/5 8:00,77461,10066,27.578634
2013/10/5 9:00,83213,10763,32.20494
2013/10/5 10:00,88216,11439,37.817132
2013/10/5 11:00,92351,12046,41.38439
2013/10/5 12:00,95429,12407,43.127936
2013/10/5 13:00,97799,12612,43.629316
2013/10/5 14:00,99648,12612,44.681016
2013/10/5 15:00,101051,12548,47.585209
2013/10/5 16:00,102034,12423,45.708718
2013/10/5 17:00,101443,12210,40.902422
2013/10/5 18:00,99506,11840,41.322989
2013/10/5 19:00,98649,11534,42.886401
2013/10/5 20:00,97164,11594,37.406699
2013/10/5 21:00,92311,11358,35.423138
2013/10/5 22:00,86279,10873,29.682347
2013/10/5 23:00,80050,10226,26.946488
2013/10/6 0:00,74914,9476,24.682729
2013/10/6 1:00,70674,8928,22.758195
2013/10/6 2:00,67836,8508,20.31421
2013/10/6 3:00,65935,8210,19.332397
2013/10/6 4:00,64878,8003,18.473117
2013/10/6 5:00,65057,7949,18.825597
2013/10/6 6:00,66464,7974,20.921282
2013/10/6 7:00,68262,8072,21.550865
2013/10/6 8:00,72704,8141,21.631299
2013/10/6 9:00,78143,8555,24.919565
2013/10/6 10:00,82898,8915,26.024793
2013/10/6 11:00,87095,9219,27.393307
2013/10/6 12:00,90724,9409,27.727259
2013/10/6 13:00,93390,9532,27.706403
2013/10/6 14:00,95401,9587,28.306517
2013/10/6 15:00,96711,9616,28.383032
2013/10/6 16:00,97954,9640,27.984503
2013/10/6 17:00,98162,9669,28.178317
2013/10/6 18:00,96989,9690,28.320711
2013/10/6 19:00,97615,9843,30.645731
2013/10/6 20:00,96577,10277,29.523782
2013/10/6 21:00,91708,10222,27.717634
2013/10/6 22:00,85447,9874,26.442894
2013/10/6 23:00,79168,9344,24.443958
2013/10/7 0:00,72996,8781,23.365105
2013/10/7 1:00,69834,8396,21.834599
2013/10/7 2:00,68025,8153,20.773206
2013/10/7 3:00,67194,8032,20.438621
2013/10/7 4:00,68092,8023,21.094817
2013/10/7 5:00,72280,8256,22.218872
2013/10/7 6:00,80595,8956,27.622162
2013/10/7 7:00,85998,10094,28.350845
2013/10/7 8:00,88961,10753,29.820506
2013/10/7 9:00,91747,11054,31.273867
2013/10/7 10:00,94344,11246,32.663348
2013/10/7 11:00,96137,11417,33.388258
2013/10/7 12:00,97365,11492,31.787367
2013/10/7 13:00,98292,11525,31.532341
2013/10/7 14:00,98295,11597,31.279553
2013/10/7 15:00,97687,11566,30.751953
2013/10/7 16:00,97025,11460,30.406146
2013/10/7 17:00,95994,11374,30.359753
2013/10/7 18:00,94819,11264,31.322922
2013/10/7 19:00,96304,11311,32.927172
2013/10/7 20:00,95508,11590,32.086455
2013/10/7 21:00,90755,11434,29.151584
2013/10/7 22:00,84030,10925,26.95783
2013/10/7 23:00,77251,10111,24.267651
2013/10/8 0:00,70477,9333,23.058939
2013/10/8 1:00,67555,8785,21.999468
2013/10/8 2:00,66003,8472,21.234173
2013/10/8 3:00,65409,8269,20.728305
2013/10/8 4:00,66431,8215,20.983096
2013/10/8 5:00,70813,8408,23.387689
2013/10/8 6:00,79149,9027,33.656387
2013/10/8 7:00,83731,10046,32.433428
2013/10/8 8:00,84979,10650,32.640995
2013/10/8 9:00,85881,10999,32.969128
2013/10/8 10:00,86859,11251,33.971556
2013/10/8 11:00,87394,11477,34.976839
2013/10/8 12:00,87723,11597,33.913603
2013/10/8 13:00,88203,11681,34.03362
2013/10/8 14:00,88197,11813,33.846676
2013/10/8 15:00,87881,11799,33.243323
2013/10/8 16:00,87756,11723,33.164043
2013/10/8 17:00,87634,11586,32.842409
2013/10/8 18:00,87144,11404,33.527422
2013/10/8 19:00,89237,11291,40.329709
2013/10/8 20:00,89900,11609,35.032786
2013/10/8 21:00,86117,11536,31.335937
2013/10/8 22:00,79910,11041,28.272773
2013/10/8 23:00,73718,10210,25.501388
2013/10/9 0:00,68987,9380,16.966767
2013/10/9 1:00,66329,8828,16.176011
2013/10/9 2:00,65029,8490,15.446962
2013/10/9 3:00,64637,8281,14.879271
2013/10/9 4:00,65854,8211,15.296582
2013/10/9 5:00,70510,8398,17.590438
2013/10/9 6:00,79245,9014,24.33523
2013/10/9 7:00,84039,10037,30.316395
2013/10/9 8:00,84937,10623,30.179341
2013/10/9 9:00,85548,11010,31.359054
2013/10/9 10:00,86315,11262,31.990375
2013/10/9 11:00,86772,11516,31.91869
2013/10/9 12:00,86930,11643,31.289231
2013/10/9 13:00,87356,11724,31.952931
2013/10/9 14:00,87344,11859,30.831298
2013/10/9 15:00,87018,11880,30.180785
2013/10/9 16:00,87265,11802,30.633825
2013/10/9 17:00,87714,11723,30.696149
2013/10/9 18:00,87322,11514,31.903177
2013/10/9 19:00,88941,11354,32.87524
2013/10/9 20:00,89581,11649,33.598837
2013/10/9 21:00,86077,11518,30.600877
2013/10/9 22:00,79908,11008,25.731396
2013/10/9 23:00,73592,10188,23.135633
2013/10/10 0:00,68815,9391,18.561692
2013/10/10 1:00,66133,8836,17.830934
2013/10/10 2:00,64838,8495,16.000114
2013/10/10 3:00,64411,8289,15.532654
2013/10/10 4:00,65606,8219,15.982744
2013/10/10 5:00,70263,8406,18.138959
2013/10/10 6:00,78982,9026,26.776302
2013/10/10 7:00,83943,10071,34.997656
2013/10/10 8:00,84911,10666,34.717026
2013/10/10 9:00,85583,11068,34.672806
2013/10/10 10:00,86337,11355,37.007503
2013/10/10 11:00,86788,11638,36.649234
2013/10/10 12:00,86907,11775,36.922669
2013/10/10 13:00,87208,11885,37.306181
2013/10/10 14:00,87174,12039,36.932039
2013/10/10 15:00,86826,12065,36.588035
2013/10/10 16:00,87175,11998,35.526241
2013/10/10 17:00,87703,11900,34.818599
2013/10/10 18:00,87613,11688,36.279068
2013/10/10 19:00,89092,11551,41.386437
2013/10/10 20:00,89631,11839,36.867874
2013/10/10 21:00,86114,11655,32.576077
2013/10/10 22:00,80014,11124,27.245943
2013/10/10 23:00,73815,10293,24.542823
2013/10/11 0:00,68930,9505,21.438854
2013/10/11 1:00,66028,8926,20.257243
2013/10/11 2:00,64541,8581,19.739174
2013/10/11 3:00,63937,8356,18.804373
2013/10/11 4:00,64987,8270,18.638049
2013/10/11 5:00,69270,8451,19.718729
2013/10/11 6:00,77579,9042,28.23309
2013/10/11 7:00,82646,10044,31.54662
2013/10/11 8:00,84124,10660,33.2885
2013/10/11 9:00,85317,11115,34.112538
2013/10/11 10:00,86406,11435,35.188685
2013/10/11 11:00,86981,11745,35.387257
2013/10/11 12:00,87061,11904,34.903446
2013/10/11 13:00,87304,12014,34.776632
2013/10/11 14:00,87109,12169,34.699952
2013/10/11 15:00,86641,12175,33.704146
2013/10/11 16:00,86681,12096,33.126974
2013/10/11 17:00,86670,11987,33.144663
2013/10/11 18:00,85750,11751,34.644773
2013/10/11 19:00,86451,11641,35.117339
2013/10/11 20:00,86237,11834,34.08474
2013/10/11 21:00,83257,11618,30.060977
2013/10/11 22:00,78409,11197,28.764706
2013/10/11 23:00,72823,10444,27.401158
2013/10/12 0:00,67741,9759,21.829586
2013/10/12 1:00,64600,9142,18.484078
2013/10/12 2:00,62639,8700,16.657166
2013/10/12 3:00,61592,8420,15.939123
2013/10/12 4:00,61461,8263,15.624798
2013/10/12 5:00,62839,8254,16.4042
2013/10/12 6:00,65571,8445,19.552161
2013/10/12 7:00,68458,8783,24.705839
2013/10/12 8:00,72009,9089,27.343097
2013/10/12 9:00,75218,9620,30.00462
2013/10/12 10:00,77170,10074,33.528483
2013/10/12 11:00,78159,10419,34.157464
2013/10/12 12:00,78356,10541,31.991687
2013/10/12 13:00,78187,10577,31.473518
2013/10/12 14:00,77866,10506,30.920364
2013/10/12 15:00,77918,10474,31.375143
2013/10/12 16:00,78373,10425,31.731395
2013/10/12 17:00,78888,10391,31.881626
2013/10/12 18:00,79206,10295,32.622365
2013/10/12 19:00,80944,10356,34.136108
2013/10/12 20:00,81093,10626,32.9269
2013/10/12 21:00,78413,10496,30.843182
2013/10/12 22:00,74187,10143,27.496499
2013/10/12 23:00,69458,9610,26.073129
2013/10/13 0:00,65026,8830,22.728635
2013/10/13 1:00,61992,8346,20.623962
2013/10/13 2:00,60142,8006,17.935314
2013/10/13 3:00,59023,7798,16.431958
2013/10/13 4:00,58662,7665,16.038427
2013/10/13 5:00,59406,7639,16.931802
2013/10/13 6:00,61117,7696,18.051603
2013/10/13 7:00,63087,7824,22.320025
2013/10/13 8:00,66468,7921,25.632216
2013/10/13 9:00,69855,8313,27.678178
2013/10/13 10:00,72130,8660,29.198759
2013/10/13 11:00,73772,8917,29.859085
2013/10/13 12:00,75005,9091,30.4487
2013/10/13 13:00,75622,9186,30.494507
2013/10/13 14:00,75933,9252,29.972836
2013/10/13 15:00,76396,9284,30.201191
2013/10/13 16:00,77340,9325,30.747166
2013/10/13 17:00,78420,9383,31.877724
2013/10/13 18:00,79309,9462,35.473749
2013/10/13 19:00,82122,9703,40.719858
2013/10/13 20:00,82548,10099,35.691929
2013/10/13 21:00,79268,10062,32.387692
2013/10/13 22:00,74357,9730,28.420289
2013/10/13 23:00,69307,9184,26.304944
2013/10/14 0:00,65490,8645,22.77813
2013/10/14 1:00,63110,8269,19.221102
2013/10/14 2:00,61944,8034,18.359187
2013/10/14 3:00,61719,7917,17.850336
2013/10/14 4:00,63066,7916,18.236793
2013/10/14 5:00,67646,8153,20.120285
2013/10/14 6:00,76249,8852,25.379864
2013/10/14 7:00,81667,10011,30.674032
2013/10/14 8:00,83539,10664,31.598473
2013/10/14 9:00,84951,10950,33.761428
2013/10/14 10:00,86436,11154,34.918536
2013/10/14 11:00,87240,11328,34.384164
2013/10/14 12:00,87710,11419,33.343988
2013/10/14 13:00,88182,11469,34.094675
2013/10/14 14:00,88170,11555,33.351215
2013/10/14 15:00,87892,11511,32.086078
2013/10/14 16:00,87957,11417,31.81193
2013/10/14 17:00,88135,11360,31.748993
2013/10/14 18:00,88095,11299,33.30372
2013/10/14 19:00,90263,11362,36.758428
2013/10/14 20:00,90222,11599,33.976472
2013/10/14 21:00,86114,11429,29.69096
2013/10/14 22:00,79716,10909,27.398676
2013/10/14 23:00,73297,10092,24.399032
2013/10/15 0:00,68240,9317,21.248128
2013/10/15 1:00,65487,8774,19.878864
2013/10/15 2:00,64027,8456,18.91812
2013/10/15 3:00,63550,8257,18.44763
2013/10/15 4:00,64681,8203,19.052547
2013/10/15 5:00,69173,8398,21.434978
2013/10/15 6:00,77681,9040,25.971415
2013/10/15 7:00,82807,10112,32.788242
2013/10/15 8:00,84033,10722,31.706887
2013/10/15 9:00,84994,11054,32.560036
2013/10/15 10:00,86260,11302,34.002999
2013/10/15 11:00,87086,11519,34.142496
2013/10/15 12:00,87668,11626,33.51483
2013/10/15 13:00,88414,11703,34.15816
2013/10/15 14:00,88651,11819,33.998649
2013/10/15 15:00,88563,11781,33.266428
2013/10/15 16:00,88728,11697,32.308896
2013/10/15 17:00,88858,11606,31.6172
2013/10/15 18:00,88606,11475,34.49797
2013/10/15 19:00,90510,11455,36.527172
2013/10/15 20:00,90531,11729,33.818687
2013/10/15 21:00,86615,11564,29.554005
2013/10/15 22:00,80073,11042,27.214871
2013/10/15 23:00,73514,10218,25.935519
2013/10/16 0:00,68588,9391,19.888791
2013/10/16 1:00,65711,8851,18.420307
2013/10/16 2:00,64129,8512,17.914441
2013/10/16 3:00,63557,8319,17.345456
2013/10/16 4:00,64598,8266,17.657806
2013/10/16 5:00,69002,8460,20.146893
2013/10/16 6:00,77541,9118,28.303672
2013/10/16 7:00,83003,10231,37.755514
2013/10/16 8:00,84405,10833,34.805223
2013/10/16 9:00,85578,11118,34.054317
2013/10/16 10:00,86953,11271,38.520979
2013/10/16 11:00,87764,11440,36.18714
2013/10/16 12:00,88215,11473,34.77784
2013/10/16 13:00,88803,11491,33.875587
2013/10/16 14:00,88825,11548,33.532386
2013/10/16 15:00,88633,11507,32.84663
2013/10/16 16:00,88777,11392,32.909104
2013/10/16 17:00,88868,11348,33.246368
2013/10/16 18:00,88820,11261,37.491401
2013/10/16 19:00,90740,11373,40.799683
2013/10/16 20:00,90444,11594,37.421339
2013/10/16 21:00,86666,11438,32.490813
2013/10/16 22:00,80461,10942,28.465558
2013/10/16 23:00,74146,10154,27.650538
2013/10/17 0:00,68969,9420,25.311438
2013/10/17 1:00,66116,8886,22.882471
2013/10/17 2:00,64670,8557,21.595163
2013/10/17 3:00,64135,8377,20.207608
2013/10/17 4:00,65195,8333,20.985988
2013/10/17 5:00,69679,8543,24.989991
2013/10/17 6:00,78346,9211,30.330408
2013/10/17 7:00,83848,10338,39.510875
2013/10/17 8:00,85272,10922,37.9832
2013/10/17 9:00,86486,11160,38.317949
2013/10/17 10:00,87731,11279,37.464903
2013/10/17 11:00,88556,11437,38.370847
2013/10/17 12:00,88933,11445,40.698625
2013/10/17 13:00,89429,11468,37.844207
2013/10/17 14:00,89479,11528,35.583907
2013/10/17 15:00,89192,11478,34.931857
2013/10/17 16:00,89298,11362,34.610208
2013/10/17 17:00,89370,11293,34.060746
2013/10/17 18:00,89402,11218,39.007557
2013/10/17 19:00,91310,11369,42.542024
2013/10/17 20:00,90800,11603,38.337032
2013/10/17 21:00,87124,11464,34.792006
2013/10/17 22:00,80932,10969,30.638248
2013/10/17 23:00,74632,10185,28.092588
2013/10/18 0:00,69693,9579,23.088388
2013/10/18 1:00,66793,9055,19.496145
2013/10/18 2:00,65336,8726,17.927849
2013/10/18 3:00,64803,8537,14.80263
2013/10/18 4:00,65879,8489,14.915062
2013/10/18 5:00,70191,8703,20.12485
2013/10/18 6:00,78577,9358,28.143933
2013/10/18 7:00,83855,10459,39.465075
2013/10/18 8:00,85148,11037,37.825636
2013/10/18 9:00,85800,11222,37.897379
2013/10/18 10:00,86376,11322,37.310872
2013/10/18 11:00,86381,11422,34.797533
2013/10/18 12:00,86001,11388,33.103625
2013/10/18 13:00,85768,11347,33.689137
2013/10/18 14:00,85198,11346,32.383006
2013/10/18 15:00,84328,11238,31.790479
2013/10/18 16:00,84026,11084,32.09367
2013/10/18 17:00,83886,11040,31.669271
2013/10/18 18:00,83859,11034,37.256203
2013/10/18 19:00,85435,11262,40.706934
2013/10/18 20:00,85092,11359,35.052746
2013/10/18 21:00,82349,11167,31.846432
2013/10/18 22:00,77734,10793,29.066657
2013/10/18 23:00,72496,10148,27.157339
2013/10/19 0:00,68234,9491,23.675781
2013/10/19 1:00,65375,8959,21.619449
2013/10/19 2:00,63736,8623,20.20644
2013/10/19 3:00,62912,8410,20.016044
2013/10/19 4:00,63034,8327,20.243915
2013/10/19 5:00,64614,8362,21.057405
2013/10/19 6:00,67532,8637,23.86952
2013/10/19 7:00,70801,9048,27.192906
2013/10/19 8:00,74091,9301,29.721698
2013/10/19 9:00,76547,9600,31.90187
2013/10/19 10:00,77828,9810,33.904033
2013/10/19 11:00,77903,9909,33.906347
2013/10/19 12:00,77378,9877,31.127043
2013/10/19 13:00,76565,9778,29.170493
2013/10/19 14:00,75746,9639,26.975578
2013/10/19 15:00,75296,9526,25.59306
2013/10/19 16:00,75534,9450,24.538974
2013/10/19 17:00,76077,9451,25.017435
2013/10/19 18:00,77251,9586,29.688325
2013/10/19 19:00,80017,10001,33.539529
2013/10/19 20:00,80167,10245,32.706871
2013/10/19 21:00,78034,10221,30.85823
2013/10/19 22:00,74313,9960,27.328917
2013/10/19 23:00,70003,9495,26.55958
2013/10/20 0:00,66462,8951,24.734213
2013/10/20 1:00,63969,8507,22.716721
2013/10/20 2:00,62556,8186,19.869641
2013/10/20 3:00,61952,8022,19.541447
2013/10/20 4:00,61985,7904,19.426527
2013/10/20 5:00,63143,7910,19.532997
2013/10/20 6:00,65210,8033,21.858386
2013/10/20 7:00,67772,8238,27.072453
2013/10/20 8:00,70675,8302,28.08856
2013/10/20 9:00,72786,8582,29.915053
2013/10/20 10:00,73424,8774,30.442958
2013/10/20 11:00,73546,8930,30.432312
2013/10/20 12:00,73474,9003,29.730045
2013/10/20 13:00,72994,9037,28.859316
2013/10/20 14:00,72466,9033,27.2823
2013/10/20 15:00,72300,9027,26.949752
2013/10/20 16:00,73074,9018,26.648757
2013/10/20 17:00,74575,9096,27.83934
2013/10/20 18:00,76843,9237,38.590739
2013/10/20 19:00,80417,9627,42.451633
2013/10/20 20:00,81383,10003,36.974127
2013/10/20 21:00,79066,10012,31.855847
2013/10/20 22:00,74699,9703,27.896116
2013/10/20 23:00,70132,9166,26.197732
2013/10/21 0:00,67237,8808,23.372002
2013/10/21 1:00,65335,8433,20.856555
2013/10/21 2:00,64642,8212,19.48673
2013/10/21 3:00,64936,8118,18.823791
2013/10/21 4:00,66779,8136,19.116093
2013/10/21 5:00,72064,8390,23.345828
2013/10/21 6:00,81369,9124,34.342023
2013/10/21 7:00,86932,10331,38.853372
2013/10/21 8:00,87634,11028,34.511202
2013/10/21 9:00,87358,11224,34.045862
2013/10/21 10:00,87270,11320,33.297716
2013/10/21 11:00,86881,11442,33.099159
2013/10/21 12:00,86276,11454,32.989468
2013/10/21 13:00,85954,11417,32.406536
2013/10/21 14:00,85308,11472,32.248554
2013/10/21 15:00,84558,11376,31.749093
2013/10/21 16:00,84609,11283,31.22879
2013/10/21 17:00,85426,11207,31.918357
2013/10/21 18:00,86803,11283,37.851567
2013/10/21 19:00,89502,11628,42.174774
2013/10/21 20:00,89656,11846,34.718559
2013/10/21 21:00,86129,11681,32.483367
2013/10/21 22:00,80118,11190,29.648247
2013/10/21 23:00,74069,10416,27.051039
2013/10/22 0:00,70011,9815,25.700623
2013/10/22 1:00,67627,9314,23.275919
2013/10/22 2:00,66519,9017,21.909206
2013/10/22 3:00,66400,8861,19.973455
2013/10/22 4:00,67925,8853,21.823763
2013/10/22 5:00,72872,9089,26.013564
2013/10/22 6:00,82010,9793,36.668337
2013/10/22 7:00,87395,10902,43.594258
2013/10/22 8:00,87823,11501,43.04218
2013/10/22 9:00,87763,11606,41.121536
2013/10/22 10:00,87972,11642,41.155587
2013/10/22 11:00,87851,11679,41.058482
2013/10/22 12:00,87409,11609,40.041904
2013/10/22 13:00,87179,11546,39.309813
2013/10/22 14:00,86590,11537,38.517129
2013/10/22 15:00,85979,11427,36.502456
2013/10/22 16:00,86204,11298,37.873531
2013/10/22 17:00,87077,11218,36.933843
2013/10/22 18:00,88681,11304,44.521666
2013/10/22 19:00,91395,11645,50.993697
2013/10/22 20:00,91319,11833,43.230191
2013/10/22 21:00,87977,11747,37.911875
2013/10/22 22:00,81961,11274,33.307654
2013/10/22 23:00,76029,10519,32.22724
2013/10/23 0:00,71965,9946,27.542294
2013/10/23 1:00,69546,9454,25.62628
2013/10/23 2:00,68421,9175,23.283427
2013/10/23 3:00,68269,9017,21.975242
2013/10/23 4:00,69747,9017,22.526838
2013/10/23 5:00,74654,9256,27.213349
2013/10/23 6:00,83782,9961,37.117837
2013/10/23 7:00,89249,11046,41.981411
2013/10/23 8:00,89880,11627,40.723655
2013/10/23 9:00,89874,11745,40.888734
2013/10/23 10:00,90066,11784,42.959832
2013/10/23 11:00,89855,11832,41.58175
2013/10/23 12:00,89284,11760,39.741133
2013/10/23 13:00,88894,11677,38.845197
2013/10/23 14:00,88169,11657,37.026698
2013/10/23 15:00,87516,11532,34.443961
2013/10/23 16:00,87898,11383,34.55929
2013/10/23 17:00,88802,11233,36.030581
2013/10/23 18:00,90478,11268,43.404481
2013/10/23 19:00,93114,11619,49.882243
2013/10/23 20:00,93129,11856,42.82769
2013/10/23 21:00,89971,11774,36.308314
2013/10/23 22:00,84201,11320,31.601168
2013/10/23 23:00,78346,10572,29.833932
2013/10/24 0:00,75947,9945,26.694486
2013/10/24 1:00,73768,9446,22.902703
2013/10/24 2:00,72994,9168,21.21361
2013/10/24 3:00,73137,9011,21.347776
2013/10/24 4:00,74969,9010,22.284401
2013/10/24 5:00,80310,9256,26.934713
2013/10/24 6:00,89428,9966,43.623518
2013/10/24 7:00,94615,11090,50.483492
2013/10/24 8:00,94609,11696,42.67123
